States,Years,Quarter,Pincodes,RegisteredUser
Mizoram,2021,1,796701,1717074
Mizoram,2021,1,796012,1717074
Mizoram,2021,1,796017,1717074
Mizoram,2021,1,796008,1717074
Mizoram,2021,1,796772,1717074
Mizoram,2021,1,796321,1717074
Mizoram,2021,1,796081,1717074
Mizoram,2021,1,796014,1717074
Mizoram,2021,2,796005,1717074
Mizoram,2021,2,796009,1717074
Mizoram,2021,2,796701,1717074
Mizoram,2021,2,796012,1717074
Mizoram,2021,2,796017,1717074
Mizoram,2021,2,796008,1717074
Mizoram,2021,2,796772,1717074
Mizoram,2021,2,796321,1717074
Mizoram,2021,2,796081,1717074
Mizoram,2021,2,796014,1717074
Mizoram,2021,3,796005,1717074
Mizoram,2021,3,796009,1717074
Mizoram,2021,3,796701,1717074
Mizoram,2021,3,796012,1717074
Mizoram,2021,3,796017,1717074
Mizoram,2021,3,796008,1717074
Mizoram,2021,3,796772,1717074
Mizoram,2021,3,796321,1717074
Mizoram,2021,3,796081,1717074
Mizoram,2021,3,796014,1717074
Mizoram,2021,4,796005,1717074
Mizoram,2021,4,796009,1717074
Mizoram,2021,4,796701,1717074
Mizoram,2021,4,796012,1717074
Mizoram,2021,4,796017,1717074
Mizoram,2021,4,796008,1717074
Mizoram,2021,4,796772,1717074
Mizoram,2021,4,796321,1717074
Mizoram,2021,4,796081,1717074
Mizoram,2021,4,796014,1717074
Mizoram,2022,1,796005,1717074
Mizoram,2022,1,796009,1717074
Mizoram,2022,1,796701,1717074
Mizoram,2022,1,796012,1717074
Mizoram,2022,1,796017,1717074
Mizoram,2022,1,796008,1717074
Mizoram,2022,1,796772,1717074
Mizoram,2022,1,796321,1717074
Mizoram,2022,1,796081,1717074
Mizoram,2022,1,796014,1717074
Mizoram,2022,2,796005,1717074
Mizoram,2022,2,796009,1717074
Mizoram,2022,2,796701,1717074
Mizoram,2022,2,796012,1717074
Mizoram,2022,2,796017,1717074
Mizoram,2022,2,796008,1717074
Mizoram,2022,2,796772,1717074
Mizoram,2022,2,796321,1717074
Mizoram,2022,2,796081,1717074
Mizoram,2022,2,796014,1717074
Mizoram,2022,3,796005,1717074
Mizoram,2022,3,796009,1717074
Mizoram,2022,3,796701,1717074
Mizoram,2022,3,796012,1717074
Mizoram,2022,3,796017,1717074
Mizoram,2022,3,796008,1717074
Mizoram,2022,3,796772,1717074
Mizoram,2022,3,796321,1717074
Mizoram,2022,3,796081,1717074
Mizoram,2022,3,796014,1717074
Mizoram,2022,4,796005,1717074
Mizoram,2022,4,796009,1717074
Mizoram,2022,4,796701,1717074
Mizoram,2022,4,796012,1717074
Mizoram,2022,4,796017,1717074
Mizoram,2022,4,796008,1717074
Mizoram,2022,4,796772,1717074
Mizoram,2022,4,796321,1717074
Mizoram,2022,4,796081,1717074
Mizoram,2022,4,796014,1717074
Mizoram,2023,1,796005,1717074
Mizoram,2023,1,796009,1717074
Mizoram,2023,1,796701,1717074
Mizoram,2023,1,796012,1717074
Mizoram,2023,1,796017,1717074
Mizoram,2023,1,796008,1717074
Mizoram,2023,1,796772,1717074
Mizoram,2023,1,796321,1717074
Mizoram,2023,1,796081,1717074
Mizoram,2023,1,796014,1717074
Mizoram,2023,2,796005,1717074
Mizoram,2023,2,796009,1717074
Mizoram,2023,2,796701,1717074
Mizoram,2023,2,796012,1717074
Mizoram,2023,2,796017,1717074
Mizoram,2023,2,796008,1717074
Mizoram,2023,2,796772,1717074
Mizoram,2023,2,796321,1717074
Mizoram,2023,2,796081,1717074
Mizoram,2023,2,796014,1717074
Mizoram,2023,3,796005,1717074
Mizoram,2023,3,796009,1717074
Mizoram,2023,3,796701,1717074
Mizoram,2023,3,796012,1717074
Mizoram,2023,3,796017,1717074
Mizoram,2023,3,796008,1717074
Mizoram,2023,3,796772,1717074
Mizoram,2023,3,796321,1717074
Mizoram,2023,3,796081,1717074
Mizoram,2023,3,796014,1717074
Mizoram,2023,4,796005,1717074
Mizoram,2023,4,796009,1717074
Mizoram,2023,4,796701,1717074
Mizoram,2023,4,796012,1717074
Mizoram,2023,4,796017,1717074
Mizoram,2023,4,796008,1717074
Mizoram,2023,4,796772,1717074
Mizoram,2023,4,796321,1717074
Mizoram,2023,4,796081,1717074
Mizoram,2023,4,796014,1717074
Mizoram,2024,1,796005,1717074
Mizoram,2024,1,796009,1717074
Mizoram,2024,1,796701,1717074
Mizoram,2024,1,796012,1717074
Mizoram,2024,1,796017,1717074
Mizoram,2024,1,796008,1717074
Mizoram,2024,1,796772,1717074
Mizoram,2024,1,796321,1717074
Mizoram,2024,1,796081,1717074
Mizoram,2024,1,796014,1717074
Mizoram,2024,2,796005,1717074
Mizoram,2024,2,796009,1717074
Mizoram,2024,2,796701,1717074
Mizoram,2024,2,796012,1717074
Mizoram,2024,2,796017,1717074
Mizoram,2024,2,796008,1717074
Mizoram,2024,2,796772,1717074
Mizoram,2024,2,796321,1717074
Mizoram,2024,2,796081,1717074
Mizoram,2024,2,796014,1717074
Mizoram,2024,3,796001,1717074
Mizoram,2024,3,796005,1717074
Mizoram,2024,3,796701,1717074
Mizoram,2024,3,796009,1717074
Mizoram,2024,3,796007,1717074
Mizoram,2024,3,796770,1717074
Mizoram,2024,3,796008,1717074
Mizoram,2024,3,796081,1717074
Mizoram,2024,3,796321,1717074
Mizoram,2024,3,796891,1717074
Mizoram,2024,4,796001,1717074
Mizoram,2024,4,796005,1717074
Mizoram,2024,4,796701,1717074
Mizoram,2024,4,796009,1717074
Mizoram,2024,4,796007,1717074
Mizoram,2024,4,796770,1717074
Mizoram,2024,4,796008,1717074
Mizoram,2024,4,796081,1717074
Mizoram,2024,4,796321,1717074
Mizoram,2024,4,796891,1717074
Nagaland,2018,1,797112,1717074
Nagaland,2018,1,797001,1717074
Nagaland,2018,1,797115,1717074
Nagaland,2018,1,797113,1717074
Nagaland,2018,1,797103,1717074
Nagaland,2018,1,797120,1717074
Nagaland,2018,1,797117,1717074
Nagaland,2018,1,798601,1717074
Nagaland,2018,1,797118,1717074
Nagaland,2018,1,797116,1717074
Nagaland,2018,2,797112,1717074
Nagaland,2018,2,797001,1717074
Nagaland,2018,2,797115,1717074
Nagaland,2018,2,797113,1717074
Nagaland,2018,2,797103,1717074
Nagaland,2018,2,798601,1717074
Nagaland,2018,2,797120,1717074
Nagaland,2018,2,797117,1717074
Nagaland,2018,2,797118,1717074
Nagaland,2018,2,797116,1717074
Nagaland,2018,3,797112,1717074
Nagaland,2018,3,797115,1717074
Nagaland,2018,3,797001,1717074
Nagaland,2018,3,797113,1717074
Nagaland,2018,3,797103,1717074
Nagaland,2018,3,797120,1717074
Nagaland,2018,3,798601,1717074
Nagaland,2018,3,797117,1717074
Nagaland,2018,3,797118,1717074
Nagaland,2018,3,797116,1717074
Nagaland,2018,4,797112,1717074
Nagaland,2018,4,797115,1717074
Nagaland,2018,4,797001,1717074
Nagaland,2018,4,797113,1717074
Nagaland,2018,4,797103,1717074
Nagaland,2018,4,797120,1717074
Nagaland,2018,4,798601,1717074
Nagaland,2018,4,797117,1717074
Nagaland,2018,4,797118,1717074
Nagaland,2018,4,797116,1717074
Nagaland,2019,1,797112,1717074
Nagaland,2019,1,797115,1717074
Nagaland,2019,1,797001,1717074
Nagaland,2019,1,797103,1717074
Nagaland,2019,1,797113,1717074
Nagaland,2019,1,797120,1717074
Nagaland,2019,1,798601,1717074
Nagaland,2019,1,797117,1717074
Nagaland,2019,1,797118,1717074
Nagaland,2019,1,797116,1717074
Nagaland,2019,2,797112,1717074
Nagaland,2019,2,797115,1717074
Nagaland,2019,2,797001,1717074
Nagaland,2019,2,797103,1717074
Nagaland,2019,2,797113,1717074
Nagaland,2019,2,797120,1717074
Nagaland,2019,2,798601,1717074
Nagaland,2019,2,797117,1717074
Nagaland,2019,2,797118,1717074
Nagaland,2019,2,797116,1717074
Nagaland,2019,3,797112,1717074
Nagaland,2019,3,797115,1717074
Nagaland,2019,3,797001,1717074
Nagaland,2019,3,797103,1717074
Nagaland,2019,3,797113,1717074
Nagaland,2019,3,797120,1717074
Nagaland,2019,3,798601,1717074
Nagaland,2019,3,797117,1717074
Nagaland,2019,3,797118,1717074
Nagaland,2019,3,797116,1717074
Nagaland,2019,4,797112,1717074
Nagaland,2019,4,797115,1717074
Nagaland,2019,4,797001,1717074
Nagaland,2019,4,797103,1717074
Nagaland,2019,4,797113,1717074
Nagaland,2019,4,797120,1717074
Nagaland,2019,4,798601,1717074
Nagaland,2019,4,797117,1717074
Nagaland,2019,4,797118,1717074
Nagaland,2019,4,797116,1717074
Nagaland,2020,1,797112,1717074
Nagaland,2020,1,797115,1717074
Nagaland,2020,1,797001,1717074
Nagaland,2020,1,797103,1717074
Nagaland,2020,1,797113,1717074
Nagaland,2020,1,798601,1717074
Nagaland,2020,1,797120,1717074
Nagaland,2020,1,797117,1717074
Nagaland,2020,1,797118,1717074
Nagaland,2020,1,797111,1717074
Nagaland,2020,2,797112,1717074
Nagaland,2020,2,797115,1717074
Nagaland,2020,2,797001,1717074
Nagaland,2020,2,797103,1717074
Nagaland,2020,2,797113,1717074
Nagaland,2020,2,798601,1717074
Nagaland,2020,2,797120,1717074
Nagaland,2020,2,797111,1717074
Nagaland,2020,2,797117,1717074
Nagaland,2020,2,797118,1717074
Nagaland,2020,3,797112,1717074
Nagaland,2020,3,797115,1717074
Nagaland,2020,3,797001,1717074
Nagaland,2020,3,797103,1717074
Nagaland,2020,3,797113,1717074
Nagaland,2020,3,798601,1717074
Nagaland,2020,3,798621,1717074
Nagaland,2020,3,797120,1717074
Nagaland,2020,3,797111,1717074
Nagaland,2020,3,798612,1717074
Nagaland,2020,4,797112,1717074
Nagaland,2020,4,797115,1717074
Nagaland,2020,4,797001,1717074
Nagaland,2020,4,797103,1717074
Nagaland,2020,4,797113,1717074
Nagaland,2020,4,798601,1717074
Nagaland,2020,4,798621,1717074
Nagaland,2020,4,797120,1717074
Nagaland,2020,4,797111,1717074
Nagaland,2020,4,798612,1717074
Nagaland,2021,1,797112,1717074
Nagaland,2021,1,797115,1717074
Nagaland,2021,1,797001,1717074
Nagaland,2021,1,797103,1717074
Nagaland,2021,1,797113,1717074
Nagaland,2021,1,798601,1717074
Nagaland,2021,1,798621,1717074
Nagaland,2021,1,797120,1717074
Nagaland,2021,1,797111,1717074
Nagaland,2021,1,798612,1717074
Nagaland,2021,2,797112,1717074
Nagaland,2021,2,797115,1717074
Nagaland,2021,2,797001,1717074
Nagaland,2021,2,797103,1717074
Nagaland,2021,2,797113,1717074
Nagaland,2021,2,798601,1717074
Nagaland,2021,2,798621,1717074
Nagaland,2021,2,797120,1717074
Nagaland,2021,2,797111,1717074
Nagaland,2021,2,798612,1717074
Nagaland,2021,3,797112,1717074
Nagaland,2021,3,797115,1717074
Nagaland,2021,3,797001,1717074
Nagaland,2021,3,797103,1717074
Nagaland,2021,3,797113,1717074
Nagaland,2021,3,798601,1717074
Nagaland,2021,3,798621,1717074
Nagaland,2021,3,797120,1717074
Nagaland,2021,3,797111,1717074
Nagaland,2021,3,798612,1717074
Nagaland,2021,4,797112,1717074
Nagaland,2021,4,797115,1717074
Nagaland,2021,4,797001,1717074
Nagaland,2021,4,797103,1717074
Nagaland,2021,4,797113,1717074
Nagaland,2021,4,798601,1717074
Nagaland,2021,4,798621,1717074
Nagaland,2021,4,797120,1717074
Nagaland,2021,4,797111,1717074
Nagaland,2021,4,798612,1717074
Nagaland,2022,1,797112,1717074
Nagaland,2022,1,797115,1717074
Nagaland,2022,1,797001,1717074
Nagaland,2022,1,797103,1717074
Nagaland,2022,1,797113,1717074
Nagaland,2022,1,798601,1717074
Nagaland,2022,1,798621,1717074
Nagaland,2022,1,797120,1717074
Nagaland,2022,1,797111,1717074
Nagaland,2022,1,798612,1717074
Nagaland,2022,2,797112,1717074
Nagaland,2022,2,797115,1717074
Nagaland,2022,2,797001,1717074
Nagaland,2022,2,797103,1717074
Nagaland,2022,2,797113,1717074
Nagaland,2022,2,798601,1717074
Nagaland,2022,2,798621,1717074
Nagaland,2022,2,797120,1717074
Nagaland,2022,2,797111,1717074
Nagaland,2022,2,798612,1717074
Nagaland,2022,3,797112,1717074
Nagaland,2022,3,797115,1717074
Nagaland,2022,3,797001,1717074
Nagaland,2022,3,797103,1717074
Nagaland,2022,3,797113,1717074
Nagaland,2022,3,798601,1717074
Nagaland,2022,3,798621,1717074
Nagaland,2022,3,797120,1717074
Nagaland,2022,3,797111,1717074
Nagaland,2022,3,798612,1717074
Nagaland,2022,4,797112,1717074
Nagaland,2022,4,797115,1717074
Nagaland,2022,4,797001,1717074
Nagaland,2022,4,797103,1717074
Nagaland,2022,4,797113,1717074
Nagaland,2022,4,798601,1717074
Nagaland,2022,4,798621,1717074
Nagaland,2022,4,797120,1717074
Nagaland,2022,4,797111,1717074
Nagaland,2022,4,798612,1717074
Nagaland,2023,1,797112,1717074
Nagaland,2023,1,797115,1717074
Nagaland,2023,1,797001,1717074
Nagaland,2023,1,797103,1717074
Nagaland,2023,1,797113,1717074
Nagaland,2023,1,798601,1717074
Nagaland,2023,1,798621,1717074
Nagaland,2023,1,797120,1717074
Nagaland,2023,1,797111,1717074
Nagaland,2023,1,798612,1717074
Nagaland,2023,2,797112,1717074
Nagaland,2023,2,797115,1717074
Nagaland,2023,2,797001,1717074
Nagaland,2023,2,797103,1717074
Nagaland,2023,2,797113,1717074
Nagaland,2023,2,798601,1717074
Nagaland,2023,2,798621,1717074
Nagaland,2023,2,797120,1717074
Nagaland,2023,2,797111,1717074
Nagaland,2023,2,798612,1717074
Nagaland,2023,3,797112,1717074
Nagaland,2023,3,797115,1717074
Nagaland,2023,3,797001,1717074
Nagaland,2023,3,797103,1717074
Nagaland,2023,3,797113,1717074
Nagaland,2023,3,798601,1717074
Nagaland,2023,3,798621,1717074
Nagaland,2023,3,797120,1717074
Nagaland,2023,3,797111,1717074
Nagaland,2023,3,798612,1717074
Nagaland,2023,4,797112,1717074
Nagaland,2023,4,797115,1717074
Nagaland,2023,4,797001,1717074
Nagaland,2023,4,797103,1717074
Nagaland,2023,4,797113,1717074
Nagaland,2023,4,798601,1717074
Nagaland,2023,4,798621,1717074
Nagaland,2023,4,797120,1717074
Nagaland,2023,4,797111,1717074
Nagaland,2023,4,798612,1717074
Nagaland,2024,1,797112,1717074
Nagaland,2024,1,797115,1717074
Nagaland,2024,1,797001,1717074
Nagaland,2024,1,797103,1717074
Nagaland,2024,1,797113,1717074
Nagaland,2024,1,798601,1717074
Nagaland,2024,1,798621,1717074
Nagaland,2024,1,797120,1717074
Nagaland,2024,1,797111,1717074
Nagaland,2024,1,798612,1717074
Nagaland,2024,2,797112,1717074
Nagaland,2024,2,797115,1717074
Nagaland,2024,2,797001,1717074
Nagaland,2024,2,797103,1717074
Nagaland,2024,2,797113,1717074
Nagaland,2024,2,798601,1717074
Nagaland,2024,2,798621,1717074
Nagaland,2024,2,797120,1717074
Nagaland,2024,2,797111,1717074
Nagaland,2024,2,798612,1717074
Nagaland,2024,3,797112,1717074
Nagaland,2024,3,797001,1717074
Nagaland,2024,3,797115,1717074
Nagaland,2024,3,797103,1717074
Nagaland,2024,3,798601,1717074
Nagaland,2024,3,798612,1717074
Nagaland,2024,3,797113,1717074
Nagaland,2024,3,797111,1717074
Nagaland,2024,3,798621,1717074
Nagaland,2024,3,797117,1717074
Nagaland,2024,4,797112,1717074
Nagaland,2024,4,797001,1717074
Nagaland,2024,4,797115,1717074
Nagaland,2024,4,797103,1717074
Nagaland,2024,4,798601,1717074
Nagaland,2024,4,798612,1717074
Nagaland,2024,4,797113,1717074
Nagaland,2024,4,797111,1717074
Nagaland,2024,4,798621,1717074
Nagaland,2024,4,797117,1717074
Odisha,2018,1,751024,1717074
Odisha,2018,1,751012,1717074
Odisha,2018,1,751002,1717074
Odisha,2018,1,760001,1717074
Odisha,2018,1,751006,1717074
Odisha,2018,1,756001,1717074
Odisha,2018,1,751003,1717074
Odisha,2018,1,751019,1717074
Odisha,2018,1,751013,1717074
Odisha,2018,1,751007,1717074
Odisha,2018,2,751024,1717074
Odisha,2018,2,751002,1717074
Odisha,2018,2,751012,1717074
Odisha,2018,2,760001,1717074
Odisha,2018,2,751006,1717074
Odisha,2018,2,756001,1717074
Odisha,2018,2,751003,1717074
Odisha,2018,2,751019,1717074
Odisha,2018,2,753001,1717074
Odisha,2018,2,751007,1717074
Odisha,2018,3,751024,1717074
Odisha,2018,3,751002,1717074
Odisha,2018,3,751012,1717074
Odisha,2018,3,756001,1717074
Odisha,2018,3,760001,1717074
Odisha,2018,3,751006,1717074
Odisha,2018,3,751003,1717074
Odisha,2018,3,753001,1717074
Odisha,2018,3,751019,1717074
Odisha,2018,3,751007,1717074
Odisha,2018,4,751024,1717074
Odisha,2018,4,751002,1717074
Odisha,2018,4,751012,1717074
Odisha,2018,4,756001,1717074
Odisha,2018,4,751006,1717074
Odisha,2018,4,760001,1717074
Odisha,2018,4,751003,1717074
Odisha,2018,4,753001,1717074
Odisha,2018,4,751019,1717074
Odisha,2018,4,751007,1717074
Odisha,2019,1,751024,1717074
Odisha,2019,1,751002,1717074
Odisha,2019,1,751006,1717074
Odisha,2019,1,751012,1717074
Odisha,2019,1,756001,1717074
Odisha,2019,1,760001,1717074
Odisha,2019,1,751003,1717074
Odisha,2019,1,753001,1717074
Odisha,2019,1,751019,1717074
Odisha,2019,1,751007,1717074
Odisha,2019,2,751024,1717074
Odisha,2019,2,751002,1717074
Odisha,2019,2,751006,1717074
Odisha,2019,2,751012,1717074
Odisha,2019,2,760001,1717074
Odisha,2019,2,756001,1717074
Odisha,2019,2,753001,1717074
Odisha,2019,2,751003,1717074
Odisha,2019,2,751019,1717074
Odisha,2019,2,751007,1717074
Odisha,2019,3,751024,1717074
Odisha,2019,3,751002,1717074
Odisha,2019,3,751006,1717074
Odisha,2019,3,751012,1717074
Odisha,2019,3,760001,1717074
Odisha,2019,3,756001,1717074
Odisha,2019,3,753001,1717074
Odisha,2019,3,751003,1717074
Odisha,2019,3,751019,1717074
Odisha,2019,3,751007,1717074
Odisha,2019,4,751002,1717074
Odisha,2019,4,751024,1717074
Odisha,2019,4,751006,1717074
Odisha,2019,4,760001,1717074
Odisha,2019,4,751012,1717074
Odisha,2019,4,756001,1717074
Odisha,2019,4,753001,1717074
Odisha,2019,4,751003,1717074
Odisha,2019,4,751019,1717074
Odisha,2019,4,752001,1717074
Odisha,2020,1,751002,1717074
Odisha,2020,1,751024,1717074
Odisha,2020,1,751006,1717074
Odisha,2020,1,760001,1717074
Odisha,2020,1,753001,1717074
Odisha,2020,1,751012,1717074
Odisha,2020,1,756001,1717074
Odisha,2020,1,751003,1717074
Odisha,2020,1,751019,1717074
Odisha,2020,1,752001,1717074
Odisha,2020,2,751002,1717074
Odisha,2020,2,751024,1717074
Odisha,2020,2,751006,1717074
Odisha,2020,2,760001,1717074
Odisha,2020,2,753001,1717074
Odisha,2020,2,751012,1717074
Odisha,2020,2,756001,1717074
Odisha,2020,2,751003,1717074
Odisha,2020,2,751019,1717074
Odisha,2020,2,752001,1717074
Odisha,2020,3,751002,1717074
Odisha,2020,3,751024,1717074
Odisha,2020,3,751006,1717074
Odisha,2020,3,753001,1717074
Odisha,2020,3,760001,1717074
Odisha,2020,3,751012,1717074
Odisha,2020,3,756001,1717074
Odisha,2020,3,751003,1717074
Odisha,2020,3,752001,1717074
Odisha,2020,3,751019,1717074
Odisha,2020,4,751002,1717074
Odisha,2020,4,751024,1717074
Odisha,2020,4,751006,1717074
Odisha,2020,4,753001,1717074
Odisha,2020,4,760001,1717074
Odisha,2020,4,751012,1717074
Odisha,2020,4,756001,1717074
Odisha,2020,4,751003,1717074
Odisha,2020,4,752001,1717074
Odisha,2020,4,751019,1717074
Odisha,2021,1,751002,1717074
Odisha,2021,1,751024,1717074
Odisha,2021,1,751006,1717074
Odisha,2021,1,753001,1717074
Odisha,2021,1,760001,1717074
Odisha,2021,1,751012,1717074
Odisha,2021,1,756001,1717074
Odisha,2021,1,751003,1717074
Odisha,2021,1,752001,1717074
Odisha,2021,1,751019,1717074
Odisha,2021,2,751002,1717074
Odisha,2021,2,751024,1717074
Odisha,2021,2,751006,1717074
Odisha,2021,2,753001,1717074
Odisha,2021,2,760001,1717074
Odisha,2021,2,751012,1717074
Odisha,2021,2,756001,1717074
Odisha,2021,2,751003,1717074
Odisha,2021,2,752001,1717074
Odisha,2021,2,751019,1717074
Odisha,2021,3,751002,1717074
Odisha,2021,3,751024,1717074
Odisha,2021,3,751006,1717074
Odisha,2021,3,753001,1717074
Odisha,2021,3,760001,1717074
Odisha,2021,3,751012,1717074
Odisha,2021,3,756001,1717074
Odisha,2021,3,751003,1717074
Odisha,2021,3,752001,1717074
Odisha,2021,3,751019,1717074
Odisha,2021,4,751002,1717074
Odisha,2021,4,751024,1717074
Odisha,2021,4,751006,1717074
Odisha,2021,4,753001,1717074
Odisha,2021,4,760001,1717074
Odisha,2021,4,751012,1717074
Odisha,2021,4,756001,1717074
Odisha,2021,4,751003,1717074
Odisha,2021,4,752001,1717074
Odisha,2021,4,751019,1717074
Odisha,2022,1,751002,1717074
Odisha,2022,1,751024,1717074
Odisha,2022,1,751006,1717074
Odisha,2022,1,753001,1717074
Odisha,2022,1,760001,1717074
Odisha,2022,1,751012,1717074
Odisha,2022,1,756001,1717074
Odisha,2022,1,751003,1717074
Odisha,2022,1,752001,1717074
Odisha,2022,1,751019,1717074
Odisha,2022,2,751002,1717074
Odisha,2022,2,751024,1717074
Odisha,2022,2,751006,1717074
Odisha,2022,2,753001,1717074
Odisha,2022,2,760001,1717074
Odisha,2022,2,751012,1717074
Odisha,2022,2,756001,1717074
Odisha,2022,2,751003,1717074
Odisha,2022,2,752001,1717074
Odisha,2022,2,751019,1717074
Odisha,2022,3,751002,1717074
Odisha,2022,3,751024,1717074
Odisha,2022,3,751006,1717074
Odisha,2022,3,753001,1717074
Odisha,2022,3,760001,1717074
Odisha,2022,3,756001,1717074
Odisha,2022,3,751012,1717074
Odisha,2022,3,751003,1717074
Odisha,2022,3,752001,1717074
Odisha,2022,3,751019,1717074
Odisha,2022,4,751002,1717074
Odisha,2022,4,751024,1717074
Odisha,2022,4,751006,1717074
Odisha,2022,4,753001,1717074
Odisha,2022,4,760001,1717074
Odisha,2022,4,756001,1717074
Odisha,2022,4,751012,1717074
Odisha,2022,4,751003,1717074
Odisha,2022,4,752001,1717074
Odisha,2022,4,751019,1717074
Odisha,2023,1,751002,1717074
Odisha,2023,1,751024,1717074
Odisha,2023,1,751006,1717074
Odisha,2023,1,753001,1717074
Odisha,2023,1,760001,1717074
Odisha,2023,1,756001,1717074
Odisha,2023,1,751012,1717074
Odisha,2023,1,751003,1717074
Odisha,2023,1,752001,1717074
Odisha,2023,1,751019,1717074
Odisha,2023,2,751002,1717074
Odisha,2023,2,751024,1717074
Odisha,2023,2,751006,1717074
Odisha,2023,2,753001,1717074
Odisha,2023,2,760001,1717074
Odisha,2023,2,756001,1717074
Odisha,2023,2,751012,1717074
Odisha,2023,2,752001,1717074
Odisha,2023,2,751003,1717074
Odisha,2023,2,751019,1717074
Odisha,2023,3,751002,1717074
Odisha,2023,3,751024,1717074
Odisha,2023,3,751006,1717074
Odisha,2023,3,753001,1717074
Odisha,2023,3,760001,1717074
Odisha,2023,3,756001,1717074
Odisha,2023,3,751012,1717074
Odisha,2023,3,752001,1717074
Odisha,2023,3,751003,1717074
Odisha,2023,3,751019,1717074
Odisha,2023,4,751002,1717074
Odisha,2023,4,751024,1717074
Odisha,2023,4,751006,1717074
Odisha,2023,4,753001,1717074
Odisha,2023,4,760001,1717074
Odisha,2023,4,756001,1717074
Odisha,2023,4,751012,1717074
Odisha,2023,4,752001,1717074
Odisha,2023,4,751003,1717074
Odisha,2023,4,751019,1717074
Odisha,2024,1,751002,1717074
Odisha,2024,1,751024,1717074
Odisha,2024,1,751006,1717074
Odisha,2024,1,753001,1717074
Odisha,2024,1,760001,1717074
Odisha,2024,1,756001,1717074
Odisha,2024,1,751012,1717074
Odisha,2024,1,751003,1717074
Odisha,2024,1,752001,1717074
Odisha,2024,1,751019,1717074
Odisha,2024,2,751002,1717074
Odisha,2024,2,751024,1717074
Odisha,2024,2,751006,1717074
Odisha,2024,2,753001,1717074
Odisha,2024,2,760001,1717074
Odisha,2024,2,756001,1717074
Odisha,2024,2,751012,1717074
Odisha,2024,2,751003,1717074
Odisha,2024,2,752001,1717074
Odisha,2024,2,751019,1717074
Odisha,2024,3,751002,1717074
Odisha,2024,3,751006,1717074
Odisha,2024,3,751024,1717074
Odisha,2024,3,768201,1717074
Odisha,2024,3,751019,1717074
Odisha,2024,3,753001,1717074
Odisha,2024,3,752002,1717074
Odisha,2024,3,760001,1717074
Odisha,2024,3,754141,1717074
Odisha,2024,3,752001,1717074
Odisha,2024,4,751002,1717074
Odisha,2024,4,751006,1717074
Odisha,2024,4,751024,1717074
Odisha,2024,4,768201,1717074
Odisha,2024,4,753001,1717074
Odisha,2024,4,751019,1717074
Odisha,2024,4,752002,1717074
Odisha,2024,4,760001,1717074
Odisha,2024,4,752001,1717074
Odisha,2024,4,754141,1717074
Puducherry,2018,1,605110,1717074
Puducherry,2018,1,605008,1717074
Puducherry,2018,1,605107,1717074
Puducherry,2018,1,605004,1717074
Puducherry,2018,1,605009,1717074
Puducherry,2018,1,605011,1717074
Puducherry,2018,1,605013,1717074
Puducherry,2018,1,605001,1717074
Puducherry,2018,1,605010,1717074
Puducherry,2018,1,533464,1717074
Puducherry,2018,2,605110,1717074
Puducherry,2018,2,605008,1717074
Puducherry,2018,2,605107,1717074
Puducherry,2018,2,605004,1717074
Puducherry,2018,2,605009,1717074
Puducherry,2018,2,605011,1717074
Puducherry,2018,2,605010,1717074
Puducherry,2018,2,605001,1717074
Puducherry,2018,2,605013,1717074
Puducherry,2018,2,533464,1717074
Puducherry,2018,3,605110,1717074
Puducherry,2018,3,605008,1717074
Puducherry,2018,3,605107,1717074
Puducherry,2018,3,605004,1717074
Puducherry,2018,3,605009,1717074
Puducherry,2018,3,605011,1717074
Puducherry,2018,3,605001,1717074
Puducherry,2018,3,605010,1717074
Puducherry,2018,3,605013,1717074
Puducherry,2018,3,533464,1717074
Puducherry,2018,4,605110,1717074
Puducherry,2018,4,605008,1717074
Puducherry,2018,4,605107,1717074
Puducherry,2018,4,605004,1717074
Puducherry,2018,4,605009,1717074
Puducherry,2018,4,605011,1717074
Puducherry,2018,4,605010,1717074
Puducherry,2018,4,605013,1717074
Puducherry,2018,4,605001,1717074
Puducherry,2018,4,533464,1717074
Puducherry,2019,1,605110,1717074
Puducherry,2019,1,605008,1717074
Puducherry,2019,1,605107,1717074
Puducherry,2019,1,605004,1717074
Puducherry,2019,1,605009,1717074
Puducherry,2019,1,605011,1717074
Puducherry,2019,1,605013,1717074
Puducherry,2019,1,605010,1717074
Puducherry,2019,1,605001,1717074
Puducherry,2019,1,605007,1717074
Puducherry,2019,2,605110,1717074
Puducherry,2019,2,605008,1717074
Puducherry,2019,2,605004,1717074
Puducherry,2019,2,605107,1717074
Puducherry,2019,2,605009,1717074
Puducherry,2019,2,605011,1717074
Puducherry,2019,2,605001,1717074
Puducherry,2019,2,605013,1717074
Puducherry,2019,2,605010,1717074
Puducherry,2019,2,605007,1717074
Puducherry,2019,3,605110,1717074
Puducherry,2019,3,605008,1717074
Puducherry,2019,3,605107,1717074
Puducherry,2019,3,605004,1717074
Puducherry,2019,3,605009,1717074
Puducherry,2019,3,605011,1717074
Puducherry,2019,3,605001,1717074
Puducherry,2019,3,605013,1717074
Puducherry,2019,3,605010,1717074
Puducherry,2019,3,605007,1717074
Puducherry,2019,4,605110,1717074
Puducherry,2019,4,605008,1717074
Puducherry,2019,4,605107,1717074
Puducherry,2019,4,605004,1717074
