States,Years,Quarter,Pincodes,RegisteredUser
Gujarat,2020,4,382481,1717074
Gujarat,2021,1,395006,1717074
Gujarat,2021,1,395010,1717074
Gujarat,2021,1,394210,1717074
Gujarat,2021,1,395004,1717074
Gujarat,2021,1,395003,1717074
Gujarat,2021,1,382350,1717074
Gujarat,2021,1,396191,1717074
Gujarat,2021,1,382415,1717074
Gujarat,2021,1,382345,1717074
Gujarat,2021,1,385535,1717074
Gujarat,2021,2,395006,1717074
Gujarat,2021,2,395010,1717074
Gujarat,2021,2,394210,1717074
Gujarat,2021,2,395004,1717074
Gujarat,2021,2,395003,1717074
Gujarat,2021,2,382350,1717074
Gujarat,2021,2,396191,1717074
Gujarat,2021,2,382415,1717074
Gujarat,2021,2,382345,1717074
Gujarat,2021,2,385535,1717074
Gujarat,2021,3,395006,1717074
Gujarat,2021,3,395010,1717074
Gujarat,2021,3,394210,1717074
Gujarat,2021,3,395004,1717074
Gujarat,2021,3,395003,1717074
Gujarat,2021,3,382350,1717074
Gujarat,2021,3,396191,1717074
Gujarat,2021,3,382415,1717074
Gujarat,2021,3,382345,1717074
Gujarat,2021,3,385535,1717074
Gujarat,2021,4,395006,1717074
Gujarat,2021,4,394210,1717074
Gujarat,2021,4,395010,1717074
Gujarat,2021,4,395004,1717074
Gujarat,2021,4,395003,1717074
Gujarat,2021,4,382350,1717074
Gujarat,2021,4,396191,1717074
Gujarat,2021,4,382415,1717074
Gujarat,2021,4,382345,1717074
Gujarat,2021,4,385535,1717074
Gujarat,2022,1,395006,1717074
Gujarat,2022,1,394210,1717074
Gujarat,2022,1,395010,1717074
Gujarat,2022,1,395004,1717074
Gujarat,2022,1,395003,1717074
Gujarat,2022,1,382350,1717074
Gujarat,2022,1,396191,1717074
Gujarat,2022,1,382415,1717074
Gujarat,2022,1,382345,1717074
Gujarat,2022,1,385535,1717074
Gujarat,2022,2,395006,1717074
Gujarat,2022,2,394210,1717074
Gujarat,2022,2,395010,1717074
Gujarat,2022,2,395004,1717074
Gujarat,2022,2,395003,1717074
Gujarat,2022,2,382350,1717074
Gujarat,2022,2,396191,1717074
Gujarat,2022,2,382415,1717074
Gujarat,2022,2,385535,1717074
Gujarat,2022,2,382345,1717074
Gujarat,2022,3,395006,1717074
Gujarat,2022,3,394210,1717074
Gujarat,2022,3,395010,1717074
Gujarat,2022,3,395004,1717074
Gujarat,2022,3,395003,1717074
Gujarat,2022,3,382350,1717074
Gujarat,2022,3,396191,1717074
Gujarat,2022,3,382415,1717074
Gujarat,2022,3,385535,1717074
Gujarat,2022,3,382345,1717074
Gujarat,2022,4,395006,1717074
Gujarat,2022,4,394210,1717074
Gujarat,2022,4,395010,1717074
Gujarat,2022,4,395004,1717074
Gujarat,2022,4,395003,1717074
Gujarat,2022,4,382350,1717074
Gujarat,2022,4,396191,1717074
Gujarat,2022,4,382415,1717074
Gujarat,2022,4,385535,1717074
Gujarat,2022,4,382345,1717074
Gujarat,2023,1,395006,1717074
Gujarat,2023,1,394210,1717074
Gujarat,2023,1,395010,1717074
Gujarat,2023,1,395004,1717074
Gujarat,2023,1,395003,1717074
Gujarat,2023,1,382350,1717074
Gujarat,2023,1,396191,1717074
Gujarat,2023,1,382415,1717074
Gujarat,2023,1,385535,1717074
Gujarat,2023,1,382345,1717074
Gujarat,2023,2,395006,1717074
Gujarat,2023,2,394210,1717074
Gujarat,2023,2,395010,1717074
Gujarat,2023,2,395004,1717074
Gujarat,2023,2,395003,1717074
Gujarat,2023,2,382350,1717074
Gujarat,2023,2,396191,1717074
Gujarat,2023,2,382415,1717074
Gujarat,2023,2,385535,1717074
Gujarat,2023,2,382345,1717074
Gujarat,2023,3,395006,1717074
Gujarat,2023,3,394210,1717074
Gujarat,2023,3,395010,1717074
Gujarat,2023,3,395004,1717074
Gujarat,2023,3,395003,1717074
Gujarat,2023,3,382350,1717074
Gujarat,2023,3,396191,1717074
Gujarat,2023,3,382415,1717074
Gujarat,2023,3,385535,1717074
Gujarat,2023,3,382345,1717074
Gujarat,2023,4,395006,1717074
Gujarat,2023,4,394210,1717074
Gujarat,2023,4,395010,1717074
Gujarat,2023,4,395004,1717074
Gujarat,2023,4,395003,1717074
Gujarat,2023,4,382350,1717074
Gujarat,2023,4,396191,1717074
Gujarat,2023,4,382415,1717074
Gujarat,2023,4,385535,1717074
Gujarat,2023,4,382345,1717074
Gujarat,2024,1,395006,1717074
Gujarat,2024,1,394210,1717074
Gujarat,2024,1,395010,1717074
Gujarat,2024,1,395004,1717074
Gujarat,2024,1,395003,1717074
Gujarat,2024,1,382350,1717074
Gujarat,2024,1,396191,1717074
Gujarat,2024,1,382415,1717074
Gujarat,2024,1,385535,1717074
Gujarat,2024,1,382345,1717074
Gujarat,2024,2,395006,1717074
Gujarat,2024,2,394210,1717074
Gujarat,2024,2,395010,1717074
Gujarat,2024,2,395004,1717074
Gujarat,2024,2,395003,1717074
Gujarat,2024,2,382350,1717074
Gujarat,2024,2,396191,1717074
Gujarat,2024,2,382415,1717074
Gujarat,2024,2,385535,1717074
Gujarat,2024,2,382345,1717074
Gujarat,2024,3,395006,1717074
Gujarat,2024,3,394210,1717074
Gujarat,2024,3,395010,1717074
Gujarat,2024,3,394230,1717074
Gujarat,2024,3,395004,1717074
Gujarat,2024,3,380001,1717074
Gujarat,2024,3,382330,1717074
Gujarat,2024,3,385535,1717074
Gujarat,2024,3,395002,1717074
Gujarat,2024,3,395003,1717074
Gujarat,2024,4,395006,1717074
Gujarat,2024,4,394210,1717074
Gujarat,2024,4,395010,1717074
Gujarat,2024,4,394230,1717074
Gujarat,2024,4,395004,1717074
Gujarat,2024,4,380001,1717074
Gujarat,2024,4,382330,1717074
Gujarat,2024,4,385535,1717074
Gujarat,2024,4,395002,1717074
Gujarat,2024,4,395003,1717074
Haryana,2018,1,122001,1717074
Haryana,2018,1,121004,1717074
Haryana,2018,1,121003,1717074
Haryana,2018,1,122002,1717074
Haryana,2018,1,122006,1717074
Haryana,2018,1,121001,1717074
Haryana,2018,1,124001,1717074
Haryana,2018,1,123401,1717074
Haryana,2018,1,122051,1717074
Haryana,2018,1,132001,1717074
Haryana,2018,2,122001,1717074
Haryana,2018,2,121004,1717074
Haryana,2018,2,121003,1717074
Haryana,2018,2,121001,1717074
Haryana,2018,2,122002,1717074
Haryana,2018,2,122006,1717074
Haryana,2018,2,124001,1717074
Haryana,2018,2,123401,1717074
Haryana,2018,2,122051,1717074
Haryana,2018,2,132001,1717074
Haryana,2018,3,122001,1717074
Haryana,2018,3,121004,1717074
Haryana,2018,3,121003,1717074
Haryana,2018,3,121001,1717074
Haryana,2018,3,122002,1717074
Haryana,2018,3,122006,1717074
Haryana,2018,3,124001,1717074
Haryana,2018,3,123401,1717074
Haryana,2018,3,122051,1717074
Haryana,2018,3,132001,1717074
Haryana,2018,4,122001,1717074
Haryana,2018,4,121004,1717074
Haryana,2018,4,121003,1717074
Haryana,2018,4,121001,1717074
Haryana,2018,4,122002,1717074
Haryana,2018,4,122006,1717074
Haryana,2018,4,124001,1717074
Haryana,2018,4,122051,1717074
Haryana,2018,4,123401,1717074
Haryana,2018,4,122004,1717074
Haryana,2019,1,122001,1717074
Haryana,2019,1,121004,1717074
Haryana,2019,1,121003,1717074
Haryana,2019,1,121001,1717074
Haryana,2019,1,122002,1717074
Haryana,2019,1,122006,1717074
Haryana,2019,1,124001,1717074
Haryana,2019,1,122051,1717074
Haryana,2019,1,121102,1717074
Haryana,2019,1,123401,1717074
Haryana,2019,2,122001,1717074
Haryana,2019,2,121004,1717074
Haryana,2019,2,121003,1717074
Haryana,2019,2,121001,1717074
Haryana,2019,2,122002,1717074
Haryana,2019,2,122006,1717074
Haryana,2019,2,124001,1717074
Haryana,2019,2,121102,1717074
Haryana,2019,2,123401,1717074
Haryana,2019,2,122051,1717074
Haryana,2019,3,122001,1717074
Haryana,2019,3,121004,1717074
Haryana,2019,3,121003,1717074
Haryana,2019,3,121001,1717074
Haryana,2019,3,122002,1717074
Haryana,2019,3,122006,1717074
Haryana,2019,3,121102,1717074
Haryana,2019,3,124001,1717074
Haryana,2019,3,123401,1717074
Haryana,2019,3,122004,1717074
Haryana,2019,4,122001,1717074
Haryana,2019,4,121004,1717074
Haryana,2019,4,121003,1717074
Haryana,2019,4,121001,1717074
Haryana,2019,4,122006,1717074
Haryana,2019,4,122002,1717074
Haryana,2019,4,121102,1717074
Haryana,2019,4,124001,1717074
Haryana,2019,4,123401,1717074
Haryana,2019,4,122004,1717074
Haryana,2020,1,122001,1717074
Haryana,2020,1,121004,1717074
Haryana,2020,1,121003,1717074
Haryana,2020,1,121001,1717074
Haryana,2020,1,122006,1717074
Haryana,2020,1,122002,1717074
Haryana,2020,1,121102,1717074
Haryana,2020,1,124001,1717074
Haryana,2020,1,123401,1717074
Haryana,2020,1,122004,1717074
Haryana,2020,2,122001,1717074
Haryana,2020,2,121004,1717074
Haryana,2020,2,121003,1717074
Haryana,2020,2,121001,1717074
Haryana,2020,2,122006,1717074
Haryana,2020,2,122002,1717074
Haryana,2020,2,121102,1717074
Haryana,2020,2,124001,1717074
Haryana,2020,2,123401,1717074
Haryana,2020,2,122004,1717074
Haryana,2020,3,122001,1717074
Haryana,2020,3,121004,1717074
Haryana,2020,3,121003,1717074
Haryana,2020,3,121001,1717074
Haryana,2020,3,122006,1717074
Haryana,2020,3,122002,1717074
Haryana,2020,3,121102,1717074
Haryana,2020,3,124001,1717074
Haryana,2020,3,123401,1717074
Haryana,2020,3,122004,1717074
Haryana,2020,4,122001,1717074
Haryana,2020,4,121004,1717074
Haryana,2020,4,121003,1717074
Haryana,2020,4,121001,1717074
Haryana,2020,4,122006,1717074
Haryana,2020,4,122002,1717074
Haryana,2020,4,121102,1717074
Haryana,2020,4,124001,1717074
Haryana,2020,4,123401,1717074
Haryana,2020,4,122004,1717074
Haryana,2021,1,122001,1717074
Haryana,2021,1,121004,1717074
Haryana,2021,1,121003,1717074
Haryana,2021,1,121001,1717074
Haryana,2021,1,122006,1717074
Haryana,2021,1,122002,1717074
Haryana,2021,1,121102,1717074
Haryana,2021,1,124001,1717074
Haryana,2021,1,123401,1717074
Haryana,2021,1,122004,1717074
Haryana,2021,2,122001,1717074
Haryana,2021,2,121004,1717074
Haryana,2021,2,121003,1717074
Haryana,2021,2,121001,1717074
Haryana,2021,2,122006,1717074
Haryana,2021,2,122002,1717074
Haryana,2021,2,121102,1717074
Haryana,2021,2,124001,1717074
Haryana,2021,2,123401,1717074
Haryana,2021,2,122004,1717074
Haryana,2021,3,122001,1717074
Haryana,2021,3,121004,1717074
Haryana,2021,3,121003,1717074
Haryana,2021,3,121001,1717074
Haryana,2021,3,122006,1717074
Haryana,2021,3,122002,1717074
Haryana,2021,3,121102,1717074
Haryana,2021,3,124001,1717074
Haryana,2021,3,123401,1717074
Haryana,2021,3,122004,1717074
Haryana,2021,4,122001,1717074
Haryana,2021,4,121004,1717074
Haryana,2021,4,121003,1717074
Haryana,2021,4,121001,1717074
Haryana,2021,4,122006,1717074
Haryana,2021,4,122002,1717074
Haryana,2021,4,121102,1717074
Haryana,2021,4,124001,1717074
Haryana,2021,4,123401,1717074
Haryana,2021,4,122004,1717074
Haryana,2022,1,122001,1717074
Haryana,2022,1,121004,1717074
Haryana,2022,1,121003,1717074
Haryana,2022,1,121001,1717074
Haryana,2022,1,122006,1717074
Haryana,2022,1,122002,1717074
Haryana,2022,1,121102,1717074
Haryana,2022,1,124001,1717074
Haryana,2022,1,123401,1717074
Haryana,2022,1,122004,1717074
Haryana,2022,2,122001,1717074
Haryana,2022,2,121004,1717074
Haryana,2022,2,121003,1717074
Haryana,2022,2,121001,1717074
Haryana,2022,2,122006,1717074
Haryana,2022,2,122002,1717074
Haryana,2022,2,121102,1717074
Haryana,2022,2,124001,1717074
Haryana,2022,2,123401,1717074
Haryana,2022,2,122004,1717074
Haryana,2022,3,122001,1717074
Haryana,2022,3,121004,1717074
Haryana,2022,3,121003,1717074
Haryana,2022,3,121001,1717074
Haryana,2022,3,122006,1717074
Haryana,2022,3,122002,1717074
Haryana,2022,3,121102,1717074
Haryana,2022,3,123401,1717074
Haryana,2022,3,124001,1717074
Haryana,2022,3,122004,1717074
Haryana,2022,4,122001,1717074
Haryana,2022,4,121004,1717074
Haryana,2022,4,121003,1717074
Haryana,2022,4,121001,1717074
Haryana,2022,4,122006,1717074
Haryana,2022,4,122002,1717074
Haryana,2022,4,121102,1717074
Haryana,2022,4,124001,1717074
Haryana,2022,4,123401,1717074
Haryana,2022,4,122004,1717074
Haryana,2023,1,122001,1717074
Haryana,2023,1,121004,1717074
Haryana,2023,1,121003,1717074
Haryana,2023,1,121001,1717074
Haryana,2023,1,122006,1717074
Haryana,2023,1,122002,1717074
Haryana,2023,1,121102,1717074
Haryana,2023,1,123401,1717074
Haryana,2023,1,124001,1717074
Haryana,2023,1,122004,1717074
Haryana,2023,2,122001,1717074
Haryana,2023,2,121004,1717074
Haryana,2023,2,121003,1717074
Haryana,2023,2,121001,1717074
Haryana,2023,2,122006,1717074
Haryana,2023,2,121102,1717074
Haryana,2023,2,122002,1717074
Haryana,2023,2,123401,1717074
Haryana,2023,2,124001,1717074
Haryana,2023,2,122004,1717074
Haryana,2023,3,122001,1717074
Haryana,2023,3,121004,1717074
Haryana,2023,3,121003,1717074
Haryana,2023,3,121001,1717074
Haryana,2023,3,122006,1717074
Haryana,2023,3,121102,1717074
Haryana,2023,3,122002,1717074
Haryana,2023,3,123401,1717074
Haryana,2023,3,124001,1717074
Haryana,2023,3,122004,1717074
Haryana,2023,4,122001,1717074
Haryana,2023,4,121004,1717074
Haryana,2023,4,121003,1717074
Haryana,2023,4,121001,1717074
Haryana,2023,4,122006,1717074
Haryana,2023,4,121102,1717074
Haryana,2023,4,122002,1717074
Haryana,2023,4,123401,1717074
Haryana,2023,4,124001,1717074
Haryana,2023,4,122004,1717074
Haryana,2024,1,122001,1717074
Haryana,2024,1,121004,1717074
Haryana,2024,1,121003,1717074
Haryana,2024,1,121001,1717074
Haryana,2024,1,122006,1717074
Haryana,2024,1,121102,1717074
Haryana,2024,1,122002,1717074
Haryana,2024,1,123401,1717074
Haryana,2024,1,124001,1717074
Haryana,2024,1,122004,1717074
Haryana,2024,2,122001,1717074
Haryana,2024,2,121004,1717074
Haryana,2024,2,121003,1717074
Haryana,2024,2,121001,1717074
Haryana,2024,2,122006,1717074
Haryana,2024,2,121102,1717074
Haryana,2024,2,122002,1717074
Haryana,2024,2,123401,1717074
Haryana,2024,2,124001,1717074
Haryana,2024,2,122004,1717074
Haryana,2024,3,121004,1717074
Haryana,2024,3,122001,1717074
Haryana,2024,3,132103,1717074
Haryana,2024,3,122002,1717074
Haryana,2024,3,121001,1717074
Haryana,2024,3,122006,1717074
Haryana,2024,3,121102,1717074
Haryana,2024,3,124001,1717074
Haryana,2024,3,124507,1717074
Haryana,2024,3,123401,1717074
Haryana,2024,4,121004,1717074
Haryana,2024,4,122001,1717074
Haryana,2024,4,132103,1717074
Haryana,2024,4,122002,1717074
Haryana,2024,4,121001,1717074
Haryana,2024,4,122006,1717074
Haryana,2024,4,121102,1717074
Haryana,2024,4,124001,1717074
Haryana,2024,4,123401,1717074
Haryana,2024,4,124507,1717074
Himachal Pradesh,2018,1,173205,1717074
Himachal Pradesh,2018,1,174101,1717074
Himachal Pradesh,2018,1,173025,1717074
Himachal Pradesh,2018,1,175131,1717074
Himachal Pradesh,2018,1,171001,1717074
Himachal Pradesh,2018,1,173212,1717074
Himachal Pradesh,2018,1,175001,1717074
Himachal Pradesh,2018,1,176001,1717074
Himachal Pradesh,2018,1,176061,1717074
Himachal Pradesh,2018,1,174303,1717074
Himachal Pradesh,2018,2,173205,1717074
Himachal Pradesh,2018,2,174101,1717074
Himachal Pradesh,2018,2,173025,1717074
Himachal Pradesh,2018,2,175131,1717074
Himachal Pradesh,2018,2,173212,1717074
Himachal Pradesh,2018,2,171001,1717074
Himachal Pradesh,2018,2,175001,1717074
Himachal Pradesh,2018,2,174303,1717074
Himachal Pradesh,2018,2,176001,1717074
Himachal Pradesh,2018,2,176061,1717074
Himachal Pradesh,2018,3,173205,1717074
Himachal Pradesh,2018,3,174101,1717074
Himachal Pradesh,2018,3,173025,1717074
Himachal Pradesh,2018,3,173212,1717074
Himachal Pradesh,2018,3,175131,1717074
Himachal Pradesh,2018,3,171001,1717074
Himachal Pradesh,2018,3,175001,1717074
Himachal Pradesh,2018,3,174303,1717074
Himachal Pradesh,2018,3,176001,1717074
Himachal Pradesh,2018,3,176061,1717074
Himachal Pradesh,2018,4,173205,1717074
Himachal Pradesh,2018,4,174101,1717074
Himachal Pradesh,2018,4,173025,1717074
Himachal Pradesh,2018,4,173212,1717074
Himachal Pradesh,2018,4,175131,1717074
Himachal Pradesh,2018,4,171001,1717074
Himachal Pradesh,2018,4,175001,1717074
Himachal Pradesh,2018,4,174303,1717074
Himachal Pradesh,2018,4,176001,1717074
Himachal Pradesh,2018,4,173001,1717074
Himachal Pradesh,2019,1,173205,1717074
Himachal Pradesh,2019,1,174101,1717074
Himachal Pradesh,2019,1,173025,1717074
Himachal Pradesh,2019,1,173212,1717074
Himachal Pradesh,2019,1,175131,1717074
Himachal Pradesh,2019,1,171001,1717074
Himachal Pradesh,2019,1,175001,1717074
Himachal Pradesh,2019,1,174303,1717074
Himachal Pradesh,2019,1,176001,1717074
Himachal Pradesh,2019,1,173001,1717074
Himachal Pradesh,2019,2,173205,1717074
Himachal Pradesh,2019,2,174101,1717074
Himachal Pradesh,2019,2,173025,1717074
Himachal Pradesh,2019,2,173212,1717074
Himachal Pradesh,2019,2,175131,1717074
Himachal Pradesh,2019,2,171001,1717074
Himachal Pradesh,2019,2,175001,1717074
Himachal Pradesh,2019,2,176001,1717074
Himachal Pradesh,2019,2,174303,1717074
Himachal Pradesh,2019,2,176061,1717074
Himachal Pradesh,2019,3,173205,1717074
Himachal Pradesh,2019,3,174101,1717074
Himachal Pradesh,2019,3,173025,1717074
Himachal Pradesh,2019,3,173212,1717074
Himachal Pradesh,2019,3,175131,1717074
Himachal Pradesh,2019,3,171001,1717074
Himachal Pradesh,2019,3,175001,1717074
Himachal Pradesh,2019,3,176001,1717074
Himachal Pradesh,2019,3,174303,1717074
Himachal Pradesh,2019,3,171003,1717074
Himachal Pradesh,2019,4,173205,1717074
Himachal Pradesh,2019,4,174101,1717074
Himachal Pradesh,2019,4,173025,1717074
Himachal Pradesh,2019,4,173212,1717074
Himachal Pradesh,2019,4,175131,1717074
Himachal Pradesh,2019,4,171001,1717074
Himachal Pradesh,2019,4,175001,1717074
Himachal Pradesh,2019,4,176001,1717074
Himachal Pradesh,2019,4,174303,1717074
Himachal Pradesh,2019,4,176061,1717074
Himachal Pradesh,2020,1,173205,1717074
Himachal Pradesh,2020,1,174101,1717074
Himachal Pradesh,2020,1,173025,1717074
Himachal Pradesh,2020,1,173212,1717074
Himachal Pradesh,2020,1,175131,1717074
Himachal Pradesh,2020,1,171001,1717074
Himachal Pradesh,2020,1,175001,1717074
Himachal Pradesh,2020,1,176001,1717074
Himachal Pradesh,2020,1,174303,1717074
Himachal Pradesh,2020,1,176310,1717074
Himachal Pradesh,2020,2,173205,1717074
Himachal Pradesh,2020,2,174101,1717074
Himachal Pradesh,2020,2,173025,1717074
Himachal Pradesh,2020,2,173212,1717074
Himachal Pradesh,2020,2,175131,1717074
Himachal Pradesh,2020,2,171001,1717074
Himachal Pradesh,2020,2,175001,1717074
Himachal Pradesh,2020,2,176001,1717074
Himachal Pradesh,2020,2,174303,1717074
Himachal Pradesh,2020,2,176310,1717074
Himachal Pradesh,2020,3,173205,1717074
Himachal Pradesh,2020,3,174101,1717074
Himachal Pradesh,2020,3,173025,1717074
Himachal Pradesh,2020,3,173212,1717074
Himachal Pradesh,2020,3,175131,1717074
Himachal Pradesh,2020,3,171001,1717074
Himachal Pradesh,2020,3,175001,1717074
Himachal Pradesh,2020,3,176001,1717074
Himachal Pradesh,2020,3,174303,1717074
Himachal Pradesh,2020,3,176310,1717074
Himachal Pradesh,2020,4,173205,1717074
Himachal Pradesh,2020,4,174101,1717074
Himachal Pradesh,2020,4,173025,1717074
Himachal Pradesh,2020,4,173212,1717074
Himachal Pradesh,2020,4,175131,1717074
Himachal Pradesh,2020,4,171001,1717074
Himachal Pradesh,2020,4,175001,1717074
Himachal Pradesh,2020,4,176001,1717074
Himachal Pradesh,2020,4,176310,1717074
Himachal Pradesh,2020,4,174303,1717074
Himachal Pradesh,2021,1,173205,1717074
Himachal Pradesh,2021,1,174101,1717074
Himachal Pradesh,2021,1,173025,1717074
Himachal Pradesh,2021,1,173212,1717074
Himachal Pradesh,2021,1,175131,1717074
Himachal Pradesh,2021,1,171001,1717074
Himachal Pradesh,2021,1,175001,1717074
Himachal Pradesh,2021,1,176001,1717074
Himachal Pradesh,2021,1,176310,1717074
Himachal Pradesh,2021,1,174303,1717074
Himachal Pradesh,2021,2,173205,1717074
Himachal Pradesh,2021,2,174101,1717074
Himachal Pradesh,2021,2,173025,1717074
Himachal Pradesh,2021,2,173212,1717074
Himachal Pradesh,2021,2,175131,1717074
Himachal Pradesh,2021,2,171001,1717074
Himachal Pradesh,2021,2,175001,1717074
Himachal Pradesh,2021,2,176001,1717074
Himachal Pradesh,2021,2,176310,1717074
Himachal Pradesh,2021,2,174303,1717074
Himachal Pradesh,2021,3,173205,1717074
Himachal Pradesh,2021,3,174101,1717074
Himachal Pradesh,2021,3,173025,1717074
Himachal Pradesh,2021,3,173212,1717074
Himachal Pradesh,2021,3,175131,1717074
Himachal Pradesh,2021,3,171001,1717074
Himachal Pradesh,2021,3,175001,1717074
Himachal Pradesh,2021,3,176001,1717074
Himachal Pradesh,2021,3,176310,1717074
Himachal Pradesh,2021,3,174303,1717074
Himachal Pradesh,2021,4,173205,1717074
Himachal Pradesh,2021,4,174101,1717074
Himachal Pradesh,2021,4,173025,1717074
Himachal Pradesh,2021,4,173212,1717074
Himachal Pradesh,2021,4,175131,1717074
Himachal Pradesh,2021,4,171001,1717074
Himachal Pradesh,2021,4,175001,1717074
Himachal Pradesh,2021,4,176001,1717074
Himachal Pradesh,2021,4,176310,1717074
Himachal Pradesh,2021,4,174303,1717074
Himachal Pradesh,2022,1,173205,1717074
Himachal Pradesh,2022,1,174101,1717074
Himachal Pradesh,2022,1,173025,1717074
Himachal Pradesh,2022,1,173212,1717074
Himachal Pradesh,2022,1,175131,1717074
Himachal Pradesh,2022,1,171001,1717074
Himachal Pradesh,2022,1,175001,1717074
Himachal Pradesh,2022,1,176001,1717074
Himachal Pradesh,2022,1,176310,1717074
Himachal Pradesh,2022,1,174303,1717074
Himachal Pradesh,2022,2,173205,1717074
Himachal Pradesh,2022,2,174101,1717074
Himachal Pradesh,2022,2,173025,1717074
Himachal Pradesh,2022,2,173212,1717074
Himachal Pradesh,2022,2,175131,1717074
Himachal Pradesh,2022,2,171001,1717074
Himachal Pradesh,2022,2,175001,1717074
Himachal Pradesh,2022,2,176001,1717074
Himachal Pradesh,2022,2,176310,1717074
Himachal Pradesh,2022,2,174303,1717074
Himachal Pradesh,2022,3,173205,1717074
Himachal Pradesh,2022,3,174101,1717074
Himachal Pradesh,2022,3,173025,1717074
Himachal Pradesh,2022,3,173212,1717074
Himachal Pradesh,2022,3,175131,1717074
Himachal Pradesh,2022,3,171001,1717074
Himachal Pradesh,2022,3,175001,1717074
Himachal Pradesh,2022,3,176001,1717074
Himachal Pradesh,2022,3,176310,1717074
Himachal Pradesh,2022,3,174303,1717074
Himachal Pradesh,2022,4,173205,1717074
Himachal Pradesh,2022,4,174101,1717074
Himachal Pradesh,2022,4,173025,1717074
Himachal Pradesh,2022,4,173212,1717074
Himachal Pradesh,2022,4,175131,1717074
Himachal Pradesh,2022,4,171001,1717074
Himachal Pradesh,2022,4,175001,1717074
Himachal Pradesh,2022,4,176001,1717074
Himachal Pradesh,2022,4,176310,1717074
Himachal Pradesh,2022,4,174303,1717074
Himachal Pradesh,2023,1,173205,1717074
Himachal Pradesh,2023,1,174101,1717074
Himachal Pradesh,2023,1,173025,1717074
Himachal Pradesh,2023,1,173212,1717074
Himachal Pradesh,2023,1,175131,1717074
Himachal Pradesh,2023,1,171001,1717074
Himachal Pradesh,2023,1,175001,1717074
Himachal Pradesh,2023,1,176001,1717074
Himachal Pradesh,2023,1,176310,1717074
Himachal Pradesh,2023,1,176061,1717074
Himachal Pradesh,2023,2,173205,1717074
Himachal Pradesh,2023,2,174101,1717074
Himachal Pradesh,2023,2,173025,1717074
Himachal Pradesh,2023,2,173212,1717074
Himachal Pradesh,2023,2,175131,1717074
Himachal Pradesh,2023,2,171001,1717074
Himachal Pradesh,2023,2,175001,1717074
Himachal Pradesh,2023,2,176001,1717074
Himachal Pradesh,2023,2,176310,1717074
Himachal Pradesh,2023,2,174303,1717074
Himachal Pradesh,2023,3,173205,1717074
Himachal Pradesh,2023,3,174101,1717074
Himachal Pradesh,2023,3,173025,1717074
Himachal Pradesh,2023,3,173212,1717074
Himachal Pradesh,2023,3,175131,1717074
Himachal Pradesh,2023,3,171001,1717074
Himachal Pradesh,2023,3,175001,1717074
Himachal Pradesh,2023,3,176001,1717074
Himachal Pradesh,2023,3,176310,1717074
Himachal Pradesh,2023,3,174303,1717074
Himachal Pradesh,2023,4,173205,1717074
Himachal Pradesh,2023,4,174101,1717074
Himachal Pradesh,2023,4,173025,1717074
Himachal Pradesh,2023,4,173212,1717074
Himachal Pradesh,2023,4,175131,1717074
Himachal Pradesh,2023,4,171001,1717074
Himachal Pradesh,2023,4,175001,1717074
Himachal Pradesh,2023,4,176001,1717074
Himachal Pradesh,2023,4,176310,1717074
Himachal Pradesh,2023,4,174303,1717074
Himachal Pradesh,2024,1,173205,1717074
Himachal Pradesh,2024,1,174101,1717074
Himachal Pradesh,2024,1,173025,1717074
Himachal Pradesh,2024,1,173212,1717074
Himachal Pradesh,2024,1,175131,1717074
Himachal Pradesh,2024,1,171001,1717074
Himachal Pradesh,2024,1,175001,1717074
Himachal Pradesh,2024,1,176001,1717074
Himachal Pradesh,2024,1,176310,1717074
Himachal Pradesh,2024,1,174303,1717074
Himachal Pradesh,2024,2,173205,1717074
Himachal Pradesh,2024,2,174101,1717074
Himachal Pradesh,2024,2,173025,1717074
Himachal Pradesh,2024,2,173212,1717074
Himachal Pradesh,2024,2,175131,1717074
Himachal Pradesh,2024,2,171001,1717074
Himachal Pradesh,2024,2,175001,1717074
Himachal Pradesh,2024,2,176001,1717074
Himachal Pradesh,2024,2,176310,1717074
Himachal Pradesh,2024,2,174303,1717074
Himachal Pradesh,2024,3,173205,1717074
Himachal Pradesh,2024,3,174101,1717074
Himachal Pradesh,2024,3,173025,1717074
Himachal Pradesh,2024,3,173212,1717074
Himachal Pradesh,2024,3,175131,1717074
Himachal Pradesh,2024,3,173030,1717074
Himachal Pradesh,2024,3,174303,1717074
Himachal Pradesh,2024,3,175001,1717074
Himachal Pradesh,2024,3,177001,1717074
Himachal Pradesh,2024,3,176001,1717074
Himachal Pradesh,2024,4,173205,1717074
Himachal Pradesh,2024,4,174101,1717074
Himachal Pradesh,2024,4,173025,1717074
Himachal Pradesh,2024,4,173212,1717074
Himachal Pradesh,2024,4,175131,1717074
Himachal Pradesh,2024,4,173030,1717074
Himachal Pradesh,2024,4,174303,1717074
Himachal Pradesh,2024,4,175001,1717074
Himachal Pradesh,2024,4,177001,1717074
Himachal Pradesh,2024,4,176001,1717074
Jammu & Kashmir,2018,1,182101,1717074
Jammu & Kashmir,2018,1,193201,1717074
Jammu & Kashmir,2018,1,180001,1717074
Jammu & Kashmir,2018,1,192231,1717074
Jammu & Kashmir,2018,1,180005,1717074
Jammu & Kashmir,2018,1,190001,1717074
