States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
Telangana,2022,2,Recharge & bill payments,75099130,63136761649
Telangana,2022,2,Financial Services,245023,324857781
Telangana,2022,2,Others,611316,470432687
Telangana,2022,3,Merchant payments,880414292,447150646954
Telangana,2022,3,Peer-to-peer payments,626830752,2170173323589
Telangana,2022,3,Recharge & bill payments,119779835,87937210666
Telangana,2022,3,Financial Services,340458,442783619
Telangana,2022,3,Others,800064,621900924
Telangana,2022,4,Merchant payments,1002521735,491556008134
Telangana,2022,4,Peer-to-peer payments,694612831,2393380395297
Telangana,2022,4,Recharge & bill payments,121188131,92136759501
Telangana,2022,4,Financial Services,401838,498719426
Telangana,2022,4,Others,782297,680680558
Telangana,2023,1,Merchant payments,830385203,369961744486
Telangana,2023,1,Peer-to-peer payments,522865792,1898813645344
Telangana,2023,1,Recharge & bill payments,86187673,102787343319
Telangana,2023,1,Financial Services,326874,458821191
Telangana,2023,1,Others,565916,560179944
Telangana,2023,2,Merchant payments,977182965,429169888297
Telangana,2023,2,Peer-to-peer payments,593322476,2155918289810
Telangana,2023,2,Recharge & bill payments,94107914,112036624317
Telangana,2023,2,Financial Services,354045,517795343
Telangana,2023,2,Others,463571,507337241
Telangana,2023,3,Merchant payments,1128208049,480552979790
Telangana,2023,3,Peer-to-peer payments,647331506,2272184853961
Telangana,2023,3,Recharge & bill payments,98661838,116319676778
Telangana,2023,3,Financial Services,420147,666845736
Telangana,2023,3,Others,424384,478544808
Telangana,2023,4,Merchant payments,1225132365,532737433404
Telangana,2023,4,Peer-to-peer payments,695789540,2453419152855
Telangana,2023,4,Recharge & bill payments,99012602,129036561862
Telangana,2023,4,Financial Services,483067,734596496
Telangana,2023,4,Others,404604,489730148
Telangana,2024,1,Merchant payments,1341371332,554207756092
Telangana,2024,1,Peer-to-peer payments,735409951,2516930587879
Telangana,2024,1,Recharge & bill payments,101670893,131284438344
Telangana,2024,1,Financial Services,494360,861174964
Telangana,2024,1,Others,438771,485343794
Telangana,2024,2,Merchant payments,1526789940,632844110484
Telangana,2024,2,Peer-to-peer payments,782892642,2696304021334
Telangana,2024,2,Recharge & bill payments,106504222,130765020697
Telangana,2024,2,Financial Services,612770,1074628255
Telangana,2024,2,Others,464783,554652542
Telangana,2024,3,Merchant payments,1664638136,684200679447
Telangana,2024,3,Peer-to-peer payments,841546198,2740602255389
Telangana,2024,3,Recharge & bill payments,102792228,124734574180
Telangana,2024,3,Financial Services,714030,1263598650
Telangana,2024,3,Others,447243,515868932
Telangana,2024,4,Merchant payments,1807552234,746607282900
Telangana,2024,4,Peer-to-peer payments,905771898,2978379284690
Telangana,2024,4,Recharge & bill payments,106373063,132027650387
Telangana,2024,4,Financial Services,2272332,1391283281
Telangana,2024,4,Others,482076,645034160
Tripura,2018,1,Recharge & bill payments,86819,14079440
Tripura,2018,1,Peer-to-peer payments,44844,112229995
Tripura,2018,1,Financial Services,4842,672248
Tripura,2018,1,Merchant payments,4833,6080960
Tripura,2018,1,Others,6819,4916273
Tripura,2018,2,Recharge & bill payments,118171,22554398
Tripura,2018,2,Peer-to-peer payments,73821,197666882
Tripura,2018,2,Merchant payments,9621,10570951
Tripura,2018,2,Financial Services,6925,1264102
Tripura,2018,2,Others,6021,4835386
Tripura,2018,3,Peer-to-peer payments,186065,398867427
Tripura,2018,3,Recharge & bill payments,156308,33484811
Tripura,2018,3,Merchant payments,21476,16092396
Tripura,2018,3,Financial Services,8106,1080000
Tripura,2018,3,Others,5748,4338753
Tripura,2018,4,Recharge & bill payments,204720,38334817
Tripura,2018,4,Peer-to-peer payments,179739,549068822
Tripura,2018,4,Merchant payments,50888,31066468
Tripura,2018,4,Financial Services,6441,1023127
Tripura,2018,4,Others,6271,5392366
Tripura,2019,1,Peer-to-peer payments,296993,679165333
Tripura,2019,1,Recharge & bill payments,227997,44429378
Tripura,2019,1,Merchant payments,46642,28109966
Tripura,2019,1,Financial Services,4189,461474
Tripura,2019,1,Others,5105,4728790
Tripura,2019,2,Peer-to-peer payments,240776,751113516
Tripura,2019,2,Recharge & bill payments,218649,48989431
Tripura,2019,2,Merchant payments,64829,35275707
Tripura,2019,2,Financial Services,1899,339184
Tripura,2019,2,Others,6405,6103645
Tripura,2019,3,Recharge & bill payments,339539,81845425
Tripura,2019,3,Peer-to-peer payments,270163,884623554
Tripura,2019,3,Merchant payments,68399,44802064
Tripura,2019,3,Financial Services,27970,582021
Tripura,2019,3,Others,5646,5524359
Tripura,2019,4,Recharge & bill payments,373779,88001651
Tripura,2019,4,Peer-to-peer payments,359076,1071507586
Tripura,2019,4,Merchant payments,62458,51274034
Tripura,2019,4,Financial Services,2239,377098
Tripura,2019,4,Others,4272,4239792
Tripura,2020,1,Recharge & bill payments,449584,114355218
Tripura,2020,1,Peer-to-peer payments,366218,1400694934
Tripura,2020,1,Merchant payments,102861,68590604
Tripura,2020,1,Financial Services,1722,1066652
Tripura,2020,1,Others,4117,4071400
Tripura,2020,2,Recharge & bill payments,600206,163220167
Tripura,2020,2,Peer-to-peer payments,346863,1501452756
Tripura,2020,2,Merchant payments,97816,99795974
Tripura,2020,2,Financial Services,2904,2247783
Tripura,2020,2,Others,4731,2459205
Tripura,2020,3,Recharge & bill payments,627363,185201997
Tripura,2020,3,Peer-to-peer payments,477769,1959371083
Tripura,2020,3,Merchant payments,202106,190218136
Tripura,2020,3,Financial Services,3828,3141392
Tripura,2020,3,Others,6819,3886908
Tripura,2020,4,Peer-to-peer payments,650386,2683789890
Tripura,2020,4,Recharge & bill payments,631611,192385823
Tripura,2020,4,Merchant payments,357567,296872485
Tripura,2020,4,Financial Services,4084,3666639
Tripura,2020,4,Others,8242,5416158
Tripura,2021,1,Peer-to-peer payments,643366,2821226151
Tripura,2021,1,Recharge & bill payments,508718,173211141
Tripura,2021,1,Merchant payments,350366,333743281
Tripura,2021,1,Financial Services,3146,2879929
Tripura,2021,1,Others,5827,4281068
Tripura,2021,2,Peer-to-peer payments,703728,2865655130
Tripura,2021,2,Recharge & bill payments,589839,189808503
Tripura,2021,2,Merchant payments,440060,404915547
Tripura,2021,2,Financial Services,3656,3503925
Tripura,2021,2,Others,7146,4271256
Tripura,2021,3,Peer-to-peer payments,864329,3491901741
Tripura,2021,3,Recharge & bill payments,620991,215226020
Tripura,2021,3,Merchant payments,584079,648504776
Tripura,2021,3,Financial Services,2886,3473153
Tripura,2021,3,Others,8915,5028079
Tripura,2021,4,Peer-to-peer payments,1060915,4368786747
Tripura,2021,4,Merchant payments,793636,874005408
Tripura,2021,4,Recharge & bill payments,650251,241225282
Tripura,2021,4,Financial Services,3635,5073899
Tripura,2021,4,Others,12256,7838129
Tripura,2022,1,Peer-to-peer payments,1221863,4934712034
Tripura,2022,1,Merchant payments,992891,1037265263
Tripura,2022,1,Recharge & bill payments,641170,262348231
Tripura,2022,1,Financial Services,4351,5782533
Tripura,2022,1,Others,10915,7221703
Tripura,2022,2,Peer-to-peer payments,1443647,5354182194
Tripura,2022,2,Merchant payments,1322009,1235804020
Tripura,2022,2,Recharge & bill payments,638643,278018856
Tripura,2022,2,Financial Services,3812,4533636
Tripura,2022,2,Others,10553,5732337
Tripura,2022,3,Peer-to-peer payments,1836678,6718925839
Tripura,2022,3,Merchant payments,1660497,1589078400
Tripura,2022,3,Recharge & bill payments,745382,329401812
Tripura,2022,3,Financial Services,4343,5330626
Tripura,2022,3,Others,9679,5616127
Tripura,2022,4,Peer-to-peer payments,2252390,8142233538
Tripura,2022,4,Merchant payments,2054988,1925282619
Tripura,2022,4,Recharge & bill payments,874800,373875271
Tripura,2022,4,Financial Services,5787,5028489
Tripura,2022,4,Others,10225,6551901
Tripura,2023,1,Merchant payments,2991978,2538146159
Tripura,2023,1,Peer-to-peer payments,2961284,10170883076
Tripura,2023,1,Recharge & bill payments,1146228,565902758
Tripura,2023,1,Financial Services,7716,6190362
Tripura,2023,1,Others,11481,7160536
Tripura,2023,2,Merchant payments,3654027,2936486824
Tripura,2023,2,Peer-to-peer payments,3144448,10396364428
Tripura,2023,2,Recharge & bill payments,1112236,570797284
Tripura,2023,2,Financial Services,8100,8721399
Tripura,2023,2,Others,10732,6760147
Tripura,2023,3,Merchant payments,4388876,3335231974
Tripura,2023,3,Peer-to-peer payments,3553878,11300910781
Tripura,2023,3,Recharge & bill payments,1144676,597050057
Tripura,2023,3,Financial Services,11060,9972113
Tripura,2023,3,Others,10272,6058405
Tripura,2023,4,Merchant payments,5112814,3958280687
Tripura,2023,4,Peer-to-peer payments,3854572,12207187199
Tripura,2023,4,Recharge & bill payments,1152820,638954177
Tripura,2023,4,Financial Services,10341,9913640
Tripura,2023,4,Others,10363,5561091
Tripura,2024,1,Merchant payments,5721862,4318458993
Tripura,2024,1,Peer-to-peer payments,4085450,12732805697
Tripura,2024,1,Recharge & bill payments,1215498,683732258
Tripura,2024,1,Financial Services,10290,12617991
Tripura,2024,1,Others,9539,4574435
Tripura,2024,2,Merchant payments,7120453,4810482925
Tripura,2024,2,Peer-to-peer payments,4365398,12591709691
Tripura,2024,2,Recharge & bill payments,1278785,711343884
Tripura,2024,2,Financial Services,12106,15777203
Tripura,2024,2,Others,10805,8117365
Tripura,2024,3,Merchant payments,8023651,5277307936
Tripura,2024,3,Peer-to-peer payments,5084144,13847946966
Tripura,2024,3,Recharge & bill payments,1270740,799009595
Tripura,2024,3,Financial Services,13232,18644893
Tripura,2024,3,Others,8814,5936799
Tripura,2024,4,Merchant payments,8992361,6011659344
Tripura,2024,4,Peer-to-peer payments,5662500,15543764487
Tripura,2024,4,Recharge & bill payments,1232968,823760709
Tripura,2024,4,Financial Services,49550,21746350
Tripura,2024,4,Others,7780,8974378
Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827544
Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969149
Uttar Pradesh,2018,1,Merchant payments,442436,428301434
Uttar Pradesh,2018,1,Financial Services,397328,75150445
Uttar Pradesh,2018,1,Others,570712,447722351
Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461
Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440016
Uttar Pradesh,2018,2,Merchant payments,909545,799920463
Uttar Pradesh,2018,2,Financial Services,563213,105536912
Uttar Pradesh,2018,2,Others,521685,572768843
Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051607
Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029063
Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185
Uttar Pradesh,2018,3,Financial Services,603303,76605145
Uttar Pradesh,2018,3,Others,544964,493702370
Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291124
Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717447
Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671
Uttar Pradesh,2018,4,Financial Services,517619,76250540
Uttar Pradesh,2018,4,Others,847573,663216794
Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330
Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102033
Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146
Uttar Pradesh,2019,1,Financial Services,389733,43341558
Uttar Pradesh,2019,1,Others,912840,637066066
Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482659
Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886176
Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107
Uttar Pradesh,2019,2,Financial Services,264091,38169260
Uttar Pradesh,2019,2,Others,1229734,775758168
Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023864
Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160943
Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975
Uttar Pradesh,2019,3,Financial Services,258548,51363215
Uttar Pradesh,2019,3,Others,1389018,683145478
Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,126564888408
Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140370
Uttar Pradesh,2019,4,Merchant payments,20582052,9412924985
Uttar Pradesh,2019,4,Financial Services,242936,45686807
Uttar Pradesh,2019,4,Others,1239931,433285938
Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,147734706847
Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417431
Uttar Pradesh,2020,1,Merchant payments,26741638,13072371617
Uttar Pradesh,2020,1,Financial Services,139990,64365117
Uttar Pradesh,2020,1,Others,998744,376573949
Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056
Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,150079524409
Uttar Pradesh,2020,2,Merchant payments,18625913,13655151083
Uttar Pradesh,2020,2,Financial Services,150360,131930243
Uttar Pradesh,2020,2,Others,412073,209384340
Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,207530912757
Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365641
Uttar Pradesh,2020,3,Merchant payments,34697942,24224433241
Uttar Pradesh,2020,3,Financial Services,206210,194129228
Uttar Pradesh,2020,3,Others,586033,303114557
Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,294401153347
Uttar Pradesh,2020,4,Merchant payments,61922138,44438824681
Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973969
Uttar Pradesh,2020,4,Financial Services,246868,255803306
Uttar Pradesh,2020,4,Others,994576,539071476
Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,321609613379
Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381
Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222
Uttar Pradesh,2021,1,Financial Services,250656,266104784
Uttar Pradesh,2021,1,Others,853707,486435811
Uttar Pradesh,2021,2,Peer-to-peer payments,102927942,388761820128
Uttar Pradesh,2021,2,Merchant payments,84860582,70351401160
Uttar Pradesh,2021,2,Recharge & bill payments,53030710,22266927129
Uttar Pradesh,2021,2,Financial Services,270944,266853067
Uttar Pradesh,2021,2,Others,858953,525487683
Uttar Pradesh,2021,3,Peer-to-peer payments,127945827,440726915882
Uttar Pradesh,2021,3,Merchant payments,126699830,91089049637
Uttar Pradesh,2021,3,Recharge & bill payments,50414232,24348150110
Uttar Pradesh,2021,3,Financial Services,253418,292009129
Uttar Pradesh,2021,3,Others,1230077,624716522
Uttar Pradesh,2021,4,Merchant payments,183966052,142889329646
Uttar Pradesh,2021,4,Peer-to-peer payments,167503176,600973581947
Uttar Pradesh,2021,4,Recharge & bill payments,52863531,28812549098
Uttar Pradesh,2021,4,Financial Services,353219,386356976
Uttar Pradesh,2021,4,Others,1471954,829152405
Uttar Pradesh,2022,1,Merchant payments,221556930,165543931419
Uttar Pradesh,2022,1,Peer-to-peer payments,195592648,684758883173
Uttar Pradesh,2022,1,Recharge & bill payments,54873261,31683813998
Uttar Pradesh,2022,1,Financial Services,358499,386218171
Uttar Pradesh,2022,1,Others,1571908,750327356
Uttar Pradesh,2022,2,Merchant payments,298721048,216176289528
Uttar Pradesh,2022,2,Peer-to-peer payments,232444860,812579156783
Uttar Pradesh,2022,2,Recharge & bill payments,62659780,37867966759
Uttar Pradesh,2022,2,Financial Services,268349,285646084
Uttar Pradesh,2022,2,Others,1204739,606123265
Uttar Pradesh,2022,3,Merchant payments,361972506,232005905549
Uttar Pradesh,2022,3,Peer-to-peer payments,267205027,844564255685
Uttar Pradesh,2022,3,Recharge & bill payments,72984811,43854148173
Uttar Pradesh,2022,3,Financial Services,367887,344330142
Uttar Pradesh,2022,3,Others,1058841,601411350
Uttar Pradesh,2022,4,Merchant payments,439247166,296781967367
Uttar Pradesh,2022,4,Peer-to-peer payments,317613698,1030345562936
Uttar Pradesh,2022,4,Recharge & bill payments,78025017,48159073835
Uttar Pradesh,2022,4,Financial Services,418329,430212917
Uttar Pradesh,2022,4,Others,1064861,661985015
Uttar Pradesh,2023,1,Merchant payments,520911142,323614616766
Uttar Pradesh,2023,1,Peer-to-peer payments,383752815,1246010023301
Uttar Pradesh,2023,1,Recharge & bill payments,96225086,66101414555
Uttar Pradesh,2023,1,Financial Services,486982,483872123
Uttar Pradesh,2023,1,Others,1181697,726338627
Uttar Pradesh,2023,2,Merchant payments,653469610,372223301627
Uttar Pradesh,2023,2,Peer-to-peer payments,446787898,1389827653278
Uttar Pradesh,2023,2,Recharge & bill payments,109571801,73352450074
Uttar Pradesh,2023,2,Financial Services,506431,562369291
Uttar Pradesh,2023,2,Others,1074842,656302256
Uttar Pradesh,2023,3,Merchant payments,754249074,389288397238
Uttar Pradesh,2023,3,Peer-to-peer payments,488395790,1394085756434
Uttar Pradesh,2023,3,Recharge & bill payments,110408404,76981859735
Uttar Pradesh,2023,3,Financial Services,624941,798613229
Uttar Pradesh,2023,3,Others,944257,593735370
Uttar Pradesh,2023,4,Merchant payments,875617035,489746639610
Uttar Pradesh,2023,4,Peer-to-peer payments,575043255,1677661668298
Uttar Pradesh,2023,4,Recharge & bill payments,114346855,88481840260
Uttar Pradesh,2023,4,Financial Services,736922,950129225
Uttar Pradesh,2023,4,Others,961315,600884259
Uttar Pradesh,2024,1,Merchant payments,999820226,541585227379
Uttar Pradesh,2024,1,Peer-to-peer payments,651752866,1836048765763
Uttar Pradesh,2024,1,Recharge & bill payments,132055620,98012574974
Uttar Pradesh,2024,1,Financial Services,705575,1192696922
Uttar Pradesh,2024,1,Others,962661,703841601
Uttar Pradesh,2024,2,Merchant payments,1255823323,633438040735
Uttar Pradesh,2024,2,Peer-to-peer payments,734688684,1964379490164
Uttar Pradesh,2024,2,Recharge & bill payments,143138259,103981718976
Uttar Pradesh,2024,2,Financial Services,858026,1406687894
Uttar Pradesh,2024,2,Others,1030366,1017422298
Uttar Pradesh,2024,3,Merchant payments,1363617969,651628890228
Uttar Pradesh,2024,3,Peer-to-peer payments,784039367,1951953897864
Uttar Pradesh,2024,3,Recharge & bill payments,136431456,111138475190
Uttar Pradesh,2024,3,Financial Services,1043768,1777001054
Uttar Pradesh,2024,3,Others,823273,976940898
Uttar Pradesh,2024,4,Merchant payments,1526062566,788377059975
Uttar Pradesh,2024,4,Peer-to-peer payments,880161951,2305698271263
Uttar Pradesh,2024,4,Recharge & bill payments,134632683,117186551580
Uttar Pradesh,2024,4,Financial Services,3239088,1758794365
Uttar Pradesh,2024,4,Others,793977,1085845276
Uttarakhand,2018,1,Recharge & bill payments,730428,124377517
Uttarakhand,2018,1,Peer-to-peer payments,399545,1296603346
Uttarakhand,2018,1,Merchant payments,35382,39372913
Uttarakhand,2018,1,Financial Services,27761,5637759
Uttarakhand,2018,1,Others,53569,42553823
Uttarakhand,2018,2,Recharge & bill payments,946332,193802093
Uttarakhand,2018,2,Peer-to-peer payments,620490,2358941865
Uttarakhand,2018,2,Merchant payments,60494,66946006
Uttarakhand,2018,2,Financial Services,29919,7913277
Uttarakhand,2018,2,Others,46887,52152138
Uttarakhand,2018,3,Peer-to-peer payments,1049725,3356030295
Uttarakhand,2018,3,Recharge & bill payments,1004356,239244557
Uttarakhand,2018,3,Merchant payments,112342,84447375
Uttarakhand,2018,3,Financial Services,22792,4334710
Uttarakhand,2018,3,Others,39917,42516103
Uttarakhand,2018,4,Peer-to-peer payments,1556731,5072621132
Uttarakhand,2018,4,Recharge & bill payments,1252124,292877734
Uttarakhand,2018,4,Merchant payments,289733,228453046
Uttarakhand,2018,4,Financial Services,29916,6035161
Uttarakhand,2018,4,Others,50257,54285064
Uttarakhand,2019,1,Peer-to-peer payments,3499130,6512361464
Uttarakhand,2019,1,Recharge & bill payments,1590269,394631056
Uttarakhand,2019,1,Merchant payments,372290,226281079
Uttarakhand,2019,1,Financial Services,28784,3951610
Uttarakhand,2019,1,Others,55528,46303966
Uttarakhand,2019,2,Peer-to-peer payments,2383662,7752954671
Uttarakhand,2019,2,Recharge & bill payments,1616176,454962952
Uttarakhand,2019,2,Merchant payments,721858,323876953
Uttarakhand,2019,2,Financial Services,21852,2550386
Uttarakhand,2019,2,Others,69727,54187889
Uttarakhand,2019,3,Peer-to-peer payments,2313544,8512622076
Uttarakhand,2019,3,Recharge & bill payments,2201606,683772297
Uttarakhand,2019,3,Merchant payments,1121052,480794827
Uttarakhand,2019,3,Financial Services,12119,4570326
Uttarakhand,2019,3,Others,62155,47272543
Uttarakhand,2019,4,Peer-to-peer payments,3210116,11020339547
Uttarakhand,2019,4,Recharge & bill payments,2547173,817728111
Uttarakhand,2019,4,Merchant payments,1542944,701746517
Uttarakhand,2019,4,Financial Services,11585,3555524
Uttarakhand,2019,4,Others,50298,30336606
Uttarakhand,2020,1,Peer-to-peer payments,3792776,13999676597
Uttarakhand,2020,1,Recharge & bill payments,2990764,1028598924
Uttarakhand,2020,1,Merchant payments,2289657,1094245197
Uttarakhand,2020,1,Financial Services,10246,8180882
Uttarakhand,2020,1,Others,48341,27378659
Uttarakhand,2020,2,Recharge & bill payments,3755695,1303523585
Uttarakhand,2020,2,Peer-to-peer payments,3656029,13572964170
Uttarakhand,2020,2,Merchant payments,1587042,1181497493
Uttarakhand,2020,2,Financial Services,15023,17612288
Uttarakhand,2020,2,Others,33981,18590166
Uttarakhand,2020,3,Peer-to-peer payments,4836512,18377468807
Uttarakhand,2020,3,Recharge & bill payments,3751993,1509373288
Uttarakhand,2020,3,Merchant payments,3164623,2166776520
Uttarakhand,2020,3,Financial Services,20455,26449981
Uttarakhand,2020,3,Others,45352,23442372
Uttarakhand,2020,4,Peer-to-peer payments,6748183,25748737002
Uttarakhand,2020,4,Merchant payments,6629201,4274032857
Uttarakhand,2020,4,Recharge & bill payments,4140391,1697819951
Uttarakhand,2020,4,Financial Services,27120,29791065
Uttarakhand,2020,4,Others,68376,42358455
Uttarakhand,2021,1,Merchant payments,8393767,5283142247
Uttarakhand,2021,1,Peer-to-peer payments,7981710,29202365443
Uttarakhand,2021,1,Recharge & bill payments,4146569,1727960484
Uttarakhand,2021,1,Financial Services,30208,38400864
Uttarakhand,2021,1,Others,56148,36320362
Uttarakhand,2021,2,Peer-to-peer payments,9374939,32674145244
Uttarakhand,2021,2,Merchant payments,9134389,6257528832
Uttarakhand,2021,2,Recharge & bill payments,5388285,1979824049
Uttarakhand,2021,2,Financial Services,31497,35404992
Uttarakhand,2021,2,Others,71322,43914758
Uttarakhand,2021,3,Merchant payments,13673085,9001414756
Uttarakhand,2021,3,Peer-to-peer payments,11867174,39256650720
Uttarakhand,2021,3,Recharge & bill payments,5388011,2182554095
Uttarakhand,2021,3,Financial Services,27839,38013970
Uttarakhand,2021,3,Others,86175,48863242
Uttarakhand,2021,4,Merchant payments,19850878,13515464698
Uttarakhand,2021,4,Peer-to-peer payments,14819203,49969580473
Uttarakhand,2021,4,Recharge & bill payments,5536262,2540546090
Uttarakhand,2021,4,Financial Services,38764,51212042
Uttarakhand,2021,4,Others,116173,71304856
Uttarakhand,2022,1,Merchant payments,22595602,14585438346
Uttarakhand,2022,1,Peer-to-peer payments,16201632,53535521439
Uttarakhand,2022,1,Recharge & bill payments,5617605,2745987928
Uttarakhand,2022,1,Financial Services,39033,49696000
Uttarakhand,2022,1,Others,106900,62138787
Uttarakhand,2022,2,Merchant payments,32087670,19479185362
Uttarakhand,2022,2,Peer-to-peer payments,19677409,65563901300
Uttarakhand,2022,2,Recharge & bill payments,6263098,3174160698
Uttarakhand,2022,2,Financial Services,32284,37217549
Uttarakhand,2022,2,Others,106417,58906116
Uttarakhand,2022,3,Merchant payments,35069444,20528059274
Uttarakhand,2022,3,Peer-to-peer payments,22031045,68377272373
Uttarakhand,2022,3,Recharge & bill payments,6765699,3633710469
Uttarakhand,2022,3,Financial Services,38061,44669245
Uttarakhand,2022,3,Others,92270,57548577
Uttarakhand,2022,4,Merchant payments,43185705,26026949674
Uttarakhand,2022,4,Peer-to-peer payments,27043038,85220041975
Uttarakhand,2022,4,Recharge & bill payments,7610775,4128624165
Uttarakhand,2022,4,Financial Services,44569,55762460
Uttarakhand,2022,4,Others,99793,64668557
Uttarakhand,2023,1,Merchant payments,46150691,24023994792
Uttarakhand,2023,1,Peer-to-peer payments,25105743,78202343600
Uttarakhand,2023,1,Recharge & bill payments,7974874,4828592096
Uttarakhand,2023,1,Financial Services,49836,56455666
Uttarakhand,2023,1,Others,104531,68521431
Uttarakhand,2023,2,Merchant payments,61652430,30881251416
Uttarakhand,2023,2,Peer-to-peer payments,31690416,97448517076
Uttarakhand,2023,2,Recharge & bill payments,9247601,5608284038
Uttarakhand,2023,2,Financial Services,58524,66971615
Uttarakhand,2023,2,Others,109243,67848253
Uttarakhand,2023,3,Merchant payments,64872613,30958940671
Uttarakhand,2023,3,Peer-to-peer payments,32232624,92015204778
Uttarakhand,2023,3,Recharge & bill payments,9017620,5630443171
Uttarakhand,2023,3,Financial Services,63561,101529618
Uttarakhand,2023,3,Others,98269,56279883
Uttarakhand,2023,4,Merchant payments,73028369,36848560480
Uttarakhand,2023,4,Peer-to-peer payments,36069901,104875896612
Uttarakhand,2023,4,Recharge & bill payments,8790080,6186779834
Uttarakhand,2023,4,Financial Services,77149,113625124
Uttarakhand,2023,4,Others,105941,58585212
Uttarakhand,2024,1,Merchant payments,75999065,37219956903
Uttarakhand,2024,1,Peer-to-peer payments,37578194,106154267360
Uttarakhand,2024,1,Recharge & bill payments,9496796,6717063555
Uttarakhand,2024,1,Financial Services,68863,124505361
Uttarakhand,2024,1,Others,91659,61042084
Uttarakhand,2024,2,Merchant payments,101799178,47867822861
Uttarakhand,2024,2,Peer-to-peer payments,46195948,125141334948
Uttarakhand,2024,2,Recharge & bill payments,10382543,7361821576
Uttarakhand,2024,2,Financial Services,86678,151603938
Uttarakhand,2024,2,Others,100635,90332467
Uttarakhand,2024,3,Merchant payments,101832975,46698002493
Uttarakhand,2024,3,Peer-to-peer payments,47044704,118899137486
Uttarakhand,2024,3,Recharge & bill payments,10221487,7541478924
Uttarakhand,2024,3,Financial Services,102685,186436320
Uttarakhand,2024,3,Others,76964,89812326
Uttarakhand,2024,4,Merchant payments,110248263,53868322980
Uttarakhand,2024,4,Peer-to-peer payments,50768426,133114128957
Uttarakhand,2024,4,Recharge & bill payments,9770042,7616990794
Uttarakhand,2024,4,Financial Services,277135,203261412
Uttarakhand,2024,4,Others,72266,106086816
West Bengal,2018,1,Recharge & bill payments,5773831,964309486
West Bengal,2018,1,Peer-to-peer payments,4383075,8874266826
West Bengal,2018,1,Financial Services,665171,119502272
West Bengal,2018,1,Merchant payments,443378,366788700
West Bengal,2018,1,Others,444770,301111269
West Bengal,2018,2,Peer-to-peer payments,8284944,15889890047
West Bengal,2018,2,Recharge & bill payments,7360522,1563841174
West Bengal,2018,2,Financial Services,1121570,160809686
West Bengal,2018,2,Merchant payments,937608,715914361
West Bengal,2018,2,Others,377802,298728203
West Bengal,2018,3,Peer-to-peer payments,41882429,38439798815
West Bengal,2018,3,Recharge & bill payments,7596315,1992473341
West Bengal,2018,3,Merchant payments,2252265,979603555
West Bengal,2018,3,Financial Services,1619524,185187033
West Bengal,2018,3,Others,354883,246871439
West Bengal,2018,4,Peer-to-peer payments,17154995,35303180047
West Bengal,2018,4,Recharge & bill payments,9425082,2467741143
West Bengal,2018,4,Merchant payments,8633569,2294203497
West Bengal,2018,4,Financial Services,734796,93755617
West Bengal,2018,4,Others,565106,330738908
West Bengal,2019,1,Peer-to-peer payments,27374206,44170923882
West Bengal,2019,1,Recharge & bill payments,11659948,3021107712
West Bengal,2019,1,Merchant payments,7636726,2645438308
West Bengal,2019,1,Financial Services,525650,47986448
West Bengal,2019,1,Others,429858,279216273
West Bengal,2019,2,Peer-to-peer payments,20285958,48394974398
West Bengal,2019,2,Merchant payments,13646142,4657258459
West Bengal,2019,2,Recharge & bill payments,12129638,3676123279
West Bengal,2019,2,Financial Services,421037,45646047
West Bengal,2019,2,Others,540760,331688935
West Bengal,2019,3,Merchant payments,30804036,8273187167
